"","label","text","rule_name","comment_number","proposition_number"
2860,"u","This system would force the airlines to develop realistic schedules and then make the flight.","apr",915,20
2861,"u","As it is now the airline can get your money and then cancel the flight after sitting on the aircraft for 6 hours with no payout.","apr",915,21
2862,"u","MAKE THEM PAY!!!","apr",915,22
2863,"u","The issue that I have is two fold.","apr",916,0
2864,"u","First, take a look at the high and low price for a seat on an AC for a particular flight.","apr",916,1
2865,"n","There are well established ways to compute an ""average"" passenger including ""average baggage"".","apr",916,2
2866,"u","The airlines should also know the cost of flying and AC from point a to point B at full capacity.","apr",916,3
2867,"n","Now that we know the average passenger, the total capacity, and the total cost it is a simple math problem to determine price per passenger.","apr",916,4
2868,"u","If the low price noted above is below break even then the airline is losing money.","apr",916,5
2869,"u","if the high price is very much above break even then the airline is ripping off the customer .","apr",916,6
2870,"u","In any case the cost per passenger seat mile should be public knowledge and listed on the ticket along with the trip length in miles.","apr",916,7
2871,"u","Then the customer can see what is really going on.","apr",916,8
2872,"n","Jetblue can fly A to B for $89.","apr",916,9
2873,"u","Detail cost analysis would not, I beleive, support the first class ticket cost.","apr",916,10
2874,"u","The second issue is one of compensation.","apr",916,11
2875,"u","It is difficult for me to accept sitting on the ground for 3 hours without being allowed out of the seat, no food, toilets overflowing, etc","apr",916,12
2876,"n","while the CEO takes home millions of dollars.","apr",916,13
2877,"u","What does s or he do for this millions of dollars.","apr",916,14
2878,"u","S or he surely did not effectively manage the AC I was on nor did his subordinates manage that AC.","apr",916,15
2879,"u","So, why is s or he worth millions of dollars.","apr",916,16
2880,"u","Let us tie CEO compensation to performance,","apr",916,17
2881,"u","now that is a novel idea!!!","apr",916,18
2882,"u","A side issue is the concept of checked baggage vs carry on baggage.","apr",916,19
2883,"u","People are carrying on very big bags because of the checked baggage fees and the general hassle of checked baggage.","apr",916,20
2884,"u","BUT when you are the last third of the plane to board you have to leave your bag at the gate for placement in the baggage hold.","apr",916,21
2885,"n","Now, this is for CONTINENTAL","apr",916,22
2886,"n","but I assume that other Airlines operate in the same fashion.","apr",916,23
2887,"e","I was told by the gate agent that I had to check my bag.","apr",916,24
2888,"e","I asked what the Airline liability was.","apr",916,25
2889,"e","I was told, after I repeated the question several times with NO response form the agent, that if I said one more word I would NOT be allowed to Board.","apr",916,26
2890,"u","My issue was that I had a laptop, money, credit cards, medicines, etc in my bag","apr",916,27
2891,"e","AND I had no where to place them if I gave up the bag.","apr",916,28
2892,"e","So, after I return I wrote the CEO.","apr",916,29
2893,"u","Of course that esteemed gentlemen id SO busy managing that he could not take time from his extremely busy schedule to reply","apr",916,30
2894,"e","so I got a letter from Customer Service,","apr",916,31
2895,"e","note that this letter is not from the CEOs Office, an executive complaint manger, or anyone special, just Customer Service.","apr",916,32
2896,"e","They said , ""   Exclusionary items remain exclusionary regardless of the method of being checked.  This includes cash,...  ""","apr",916,33
2897,"e","The letter does on to state  ""...Passengers not wishing to gate check their carry on bag may opt to be rebooked for a later available flight that MAY have available carry on space... Customers may request the presence of a supervisor at any time.  However, the customer must be aware that our supervisors have assigned duties ...It may be a wait for a Supervisor to arrive.  During this time the flight may board and depart... we sincerely regret that the situation has left you with a negative impression ...We hop to leave you with a better impression...""","apr",916,34
2898,"u","In other words, we  got your money and we  can have our agents abuse you and mistreat you,","apr",916,35
2899,"u","and you  have no recourse whatsoever.","apr",916,36
2900,"u","This is why I try not to fly.","apr",916,37
2901,"u","I believe that CONTINENTAL is a terrible airline devoid of leadership","apr",916,38
2902,"u","but they are not alone.","apr",916,39
2903,"u","I believe that the government should step in a STRONGLY regulate them until the CEOs learn to manage","apr",916,40
2904,"u","and the rank and file learn that they can be replaced.","apr",916,41
2905,"u","The 3 hour ""rule"" is too long for passenger comfort and support.","apr",917,0
2906,"u","For the obvious reasons this time frame should be halved.","apr",917,1
2907,"u","I don't have a problem with baggage fees, except there should be a reasonable ""baggage exception""  before fees are imposed","apr",918,0
2908,"u","If a flight contains a passenger or passengers, who present or forewarn the airline of this condition by providing a doctors certificate as to existence of severe allergic reaction to the presence of such foods then that passenger must be accommodated.","apr",920,0
2909,"u","For those of us who suffer from claustrophobia-and yet have exercised the courage to fly-- every minute of delay behind a closed airplane door is an agony.","apr",925,0
2910,"u","To those unsympathetic, please imagine listening to the screws of your coffin being inexorably tightened with you alive, inside.","apr",925,1
2911,"u","It is unlikely that  Pepto Bismal, a NY Times bestseller or thoughts of Aunt Em are going to be of much use.","apr",925,2
2912,"u","Provide a secured room for deplaning if it is known that the delay will be more than a half hour, at all airports, national and international.","apr",925,3
2913,"u","And de-plane.","apr",925,4
2914,"u","Keep us informed of what is going on.","apr",925,5
2915,"u","Keep the air flowing.","apr",925,6
2916,"e","I'm retired and on on a fixed income.","apr",927,0
2917,"u","I have to carefully budget for all trips, including family emergencies.","apr",927,1
2918,"u","I need to know up front before I leave home, how much everything costs.","apr",927,2
2919,"u","I want the option to pay for a full fare that includes everything or a reduced fare where I can make suitable arrangements before I board a flight.","apr",927,3
2920,"u","Once again, as a retiree on a fixed income I want to know the entire price up front and not have it suddenly changed or modified in any way.","apr",928,0
2921,"u","I have been horrified by stories of people stuck on planes for three, four, six, eight hours.","apr",929,0
2922,"u","The very idea that you are on a plane, looking at the terminal out the window, and trapped there is absurd.","apr",929,1
